19,12
122,21
25,10
221,45
30,11
547,86
9,4
6860,463
3,3
3,3
6,4
6,4
33,15
63,24
53,21
19,8
4,3
7,4
6,4
42,42
37,10
26,8
7,3
24,11
13,8
26,10
10,6
6,1
1000, 1000
